depth,move number,Going First,Minimax Bot time to Make Move,Winner
3,1,0,0.01994919776916504,
3,2,0,0.01795053482055664,
3,3,0,0.00399017333984375,
3,4,0,0.018973112106323242,
3,5,0,0.009968280792236328,
3,6,0,0.009973764419555664,
3,7,0,0.009978771209716797,X
3,1,0,0.018948793411254883,
3,2,0,0.016976594924926758,
3,3,0,0.003988981246948242,
3,4,0,0.007959842681884766,
3,5,0,0.011993408203125,
3,6,0,0.0069561004638671875,
3,7,0,0.0059833526611328125,
3,8,0,0.003016233444213867,X
3,1,0,0.018939495086669922,
3,2,0,0.01593184471130371,
3,3,0,0.003990888595581055,
3,4,0,0.021944761276245117,
3,5,0,0.011970281600952148,
3,6,0,0.013959884643554688,
3,7,0,0.006013154983520508,
3,8,0,0.005978822708129883,X
3,1,0,0.018948793411254883,
3,2,0,0.01795220375061035,
3,3,0,0.004987001419067383,
3,4,0,0.012941598892211914,
3,5,0,0.008563995361328125,
3,6,0,0.007950305938720703,
3,7,0,0.006012916564941406,X
3,1,0,0.0189516544342041,
3,2,0,0.01895427703857422,
3,3,0,0.01791548728942871,
3,4,0,0.0040209293365478516,
3,5,0,0.011967897415161133,
3,6,0,0.008945465087890625,X
3,1,0,0.018977880477905273,
3,2,0,0.01692676544189453,
3,3,0,0.0040171146392822266,
3,4,0,0.01296544075012207,
3,5,0,0.008976221084594727,
3,6,0,0.009980440139770508,
3,7,0,0.0069768428802490234,
3,8,0,0.0060024261474609375,
3,9,0,0.002942323684692383,X
3,1,0,0.018949270248413086,
3,2,0,0.016982555389404297,
3,3,0,0.00498652458190918,
3,4,0,0.010971546173095703,
3,5,0,0.009975671768188477,
3,6,0,0.009970426559448242,
3,7,0,0.0059833526611328125,X
3,1,0,0.019917964935302734,
3,2,0,0.02097344398498535,
3,3,0,0.004957437515258789,
3,4,0,0.01897883415222168,
3,5,0,0.010942697525024414,
3,6,0,0.011995077133178711,
3,7,0,0.008976221084594727,
3,8,0,0.006984710693359375,
3,9,0,0.003988742828369141,X
3,1,0,0.019944429397583008,
3,2,0,0.0249326229095459,
3,3,0,0.004957914352416992,
3,4,0,0.02493453025817871,
3,5,0,0.016985416412353516,
3,6,0,0.010967731475830078,
3,7,0,0.00797891616821289,X
3,1,0,0.018948793411254883,
3,2,0,0.016954421997070312,
3,3,0,0.003989458084106445,
3,4,0,0.013962745666503906,
3,5,0,0.011939287185668945,
3,6,0,0.01199650764465332,
3,7,0,0.00894784927368164,
3,8,0,0.003013134002685547,X
3,1,0,0.0189208984375,
3,2,0,0.01695537567138672,
3,3,0,0.005016326904296875,
3,4,0,0.01196146011352539,
3,5,0,0.016958951950073242,
3,6,0,0.012965679168701172,
3,7,0,0.006984710693359375,X
3,1,0,0.01891803741455078,
3,2,0,0.018948793411254883,
3,3,0,0.003989219665527344,
3,4,0,0.003989458084106445,
3,5,0,0.006012439727783203,
3,6,0,0.006981849670410156,
3,7,0,0.003960609436035156,X
3,1,0,0.018979549407958984,
3,2,0,0.018944978713989258,
3,3,0,0.003991842269897461,
3,4,0,0.013962984085083008,
3,5,0,0.009973287582397461,
3,6,0,0.008977174758911133,
3,7,0,0.006979227066040039,X
3,1,0,0.01897430419921875,
3,2,0,0.015960216522216797,
3,3,0,0.004988908767700195,
3,4,0,0.009995698928833008,
3,5,0,0.010947704315185547,
3,6,0,0.012964725494384766,
3,7,0,0.007949352264404297,
3,8,0,0.00401759147644043,X
3,1,0,0.019515275955200195,
3,2,0,0.015957117080688477,
3,3,0,0.004986763000488281,
3,4,0,0.024933815002441406,
3,5,0,0.00997304916381836,
3,6,0,0.01197361946105957,
3,7,0,0.007970571517944336,X
3,1,0,0.018954992294311523,
3,2,0,0.01695394515991211,
3,3,0,0.004018306732177734,
3,4,0,0.013935327529907227,
3,5,0,0.01000070571899414,
3,6,0,0.010969877243041992,
3,7,0,0.00595545768737793,X
3,1,0,0.019974946975708008,
3,2,0,0.016210079193115234,
3,3,0,0.004983186721801758,
3,4,0,0.019946813583374023,
3,5,0,0.010941743850708008,
3,6,0,0.013962745666503906,
3,7,0,0.003989458084106445,
3,8,0,0.003988981246948242,
3,9,0,0.0049877166748046875,X
3,1,0,0.019974231719970703,
3,2,0,0.014956951141357422,
3,3,0,0.00621485710144043,
3,4,0,0.012964248657226562,
3,5,0,0.014962911605834961,
3,6,0,0.007976531982421875,
3,7,0,0.0059833526611328125,
3,8,0,0.00498652458190918,
3,9,0,0.0029964447021484375,
3,10,0,0.0029878616333007812,
3,11,0,0.001966714859008789,
3,12,0,0.0,
3,1,0,0.019948959350585938,
3,2,0,0.01598501205444336,
3,3,0,0.005290508270263672,
3,4,0,0.008974790573120117,
3,5,0,0.008947134017944336,
3,6,0,0.007007122039794922,
3,7,0,0.00698399543762207,
3,8,0,0.003989219665527344,
3,9,0,0.0019969940185546875,X
3,1,0,0.019948244094848633,
3,2,0,0.01794600486755371,
3,3,0,0.0049839019775390625,
3,4,0,0.012965679168701172,
3,5,0,0.009294748306274414,
3,6,0,0.0029964447021484375,
3,7,0,0.004987239837646484,X
3,1,0,0.019947052001953125,
3,2,0,0.017951488494873047,
3,3,0,0.003988504409790039,
3,4,0,0.011966466903686523,
3,5,0,0.008978128433227539,
3,6,0,0.007950782775878906,
3,7,0,0.006014347076416016,X
3,1,0,0.01926708221435547,
3,2,0,0.015927791595458984,
3,3,0,0.0050199031829833984,
3,4,0,0.022925376892089844,
3,5,0,0.014968633651733398,
3,6,0,0.007978677749633789,
3,7,0,0.009979009628295898,
3,8,0,0.004980802536010742,
3,9,0,0.0039899349212646484,
3,10,0,0.002991914749145508,
3,11,0,0.0009987354278564453,
3,12,0,0.0012586116790771484,
3,13,0,0.0,
3,1,0,0.01988530158996582,
3,2,0,0.017951488494873047,
3,3,0,0.0050127506256103516,
3,4,0,0.013001680374145508,
3,5,0,0.008973121643066406,
3,6,0,0.013225793838500977,
3,7,0,0.00598454475402832,X
3,1,0,0.018921375274658203,
3,2,0,0.018977642059326172,
3,3,0,0.0039904117584228516,
