depth,move number,Prunings,Winner,Which Heur,Who First
5,2,2984,--,old,MMB
5,3,8283,--,old,MMB
5,4,2414,--,old,MMB
5,5,3453,--,old,MMB
5,6,1607,--,old,MMB
5,7,1518,--,old,MMB
5,8,858,--,old,MMB
5,0,0,X,old,MMB
5,1,0,--,old,MMB
5,2,2095,--,old,MMB
5,3,8509,--,old,MMB
5,4,5106,--,old,MMB
5,5,4063,--,old,MMB
5,6,775,--,old,MMB
5,7,1482,--,old,MMB
5,8,832,--,old,MMB
5,9,185,--,old,MMB
5,0,0,X,old,MMB
5,1,0,--,old,MMB
5,2,3086,--,old,MMB
5,3,4384,--,old,MMB
5,4,2981,--,old,MMB
5,5,1528,--,old,MMB
5,6,1331,--,old,MMB
5,7,48,--,old,MMB
5,8,40,--,old,MMB
5,9,32,--,old,MMB
5,10,8,--,old,MMB
5,0,0,X,old,MMB
5,1,0,--,old,MMB
5,2,2095,--,old,MMB
5,3,8250,--,old,MMB
5,4,2957,--,old,MMB
5,5,3375,--,old,MMB
5,6,2303,--,old,MMB
5,7,1643,--,old,MMB
5,8,762,--,old,MMB
5,0,0,X,old,MMB
5,1,0,--,old,MMB
5,2,3173,--,old,MMB
5,3,8627,--,old,MMB
5,4,4332,--,old,MMB
5,5,3716,--,old,MMB
5,6,2348,--,old,MMB
5,0,0,X,old,MMB
5,1,0,--,old,MMB
5,2,2959,--,old,MMB
5,3,8587,--,old,MMB
5,4,4215,--,old,MMB
5,5,3109,--,old,MMB
5,6,1805,--,old,MMB
5,7,1985,--,old,MMB
5,8,878,--,old,MMB
5,0,0,X,old,MMB
5,1,0,--,old,MMB
5,2,4657,--,old,MMB
5,3,7982,--,old,MMB
5,4,5831,--,old,MMB
5,5,2529,--,old,MMB
5,6,1536,--,old,MMB
5,7,1725,--,old,MMB
5,8,0,--,old,MMB
5,9,16,--,old,MMB
5,0,0,,old,MMB
