depth,move number,Prunings,Winner,Which Heur,Who First
4,1,226,--,new,RB
4,2,188,--,new,RB
4,3,332,--,new,RB
4,4,206,--,new,RB
4,5,165,--,new,RB
4,6,100,--,new,RB
4,7,92,--,new,RB
4,8,40,--,new,RB
4,9,24,--,new,RB
4,10,20,--,new,RB
4,11,9,--,new,RB
4,0,0,O,new,RB
4,1,227,--,new,RB
4,2,181,--,new,RB
4,3,202,--,new,RB
4,4,213,--,new,RB
4,5,111,--,new,RB
4,6,152,--,new,RB
4,0,0,O,new,RB
4,1,153,--,new,RB
4,2,200,--,new,RB
4,3,156,--,new,RB
4,4,271,--,new,RB
4,5,212,--,new,RB
4,6,49,--,new,RB
4,0,0,O,new,RB
4,1,153,--,new,RB
4,2,228,--,new,RB
4,3,155,--,new,RB
4,4,148,--,new,RB
4,5,66,--,new,RB
4,6,90,--,new,RB
4,0,0,O,new,RB
4,1,227,--,new,RB
4,2,328,--,new,RB
4,3,116,--,new,RB
4,4,152,--,new,RB
4,5,191,--,new,RB
4,6,88,--,new,RB
4,7,73,--,new,RB
4,8,32,--,new,RB
4,0,0,O,new,RB
4,1,226,--,new,RB
4,2,197,--,new,RB
4,3,299,--,new,RB
4,4,182,--,new,RB
4,5,176,--,new,RB
4,6,87,--,new,RB
4,7,60,--,new,RB
4,8,46,--,new,RB
4,9,16,--,new,RB
4,0,0,O,new,RB
4,1,226,--,new,RB
4,2,175,--,new,RB
4,3,158,--,new,RB
4,4,145,--,new,RB
4,5,123,--,new,RB
4,6,142,--,new,RB
4,7,81,--,new,RB
4,0,0,O,new,RB
4,1,227,--,new,RB
4,2,171,--,new,RB
4,3,341,--,new,RB
4,4,101,--,new,RB
4,5,165,--,new,RB
4,6,140,--,new,RB
4,7,92,--,new,RB
4,8,63,--,new,RB
4,9,44,--,new,RB
4,0,0,O,new,RB
4,1,152,--,new,RB
4,2,196,--,new,RB
4,3,147,--,new,RB
4,4,85,--,new,RB
4,5,226,--,new,RB
4,6,128,--,new,RB
4,7,85,--,new,RB
4,8,47,--,new,RB
4,9,39,--,new,RB
4,0,0,O,new,RB
4,1,143,--,new,MMB
4,2,241,--,new,MMB
4,3,133,--,new,MMB
4,4,59,--,new,MMB
4,5,205,--,new,MMB
4,6,147,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,211,--,new,MMB
4,3,168,--,new,MMB
4,4,250,--,new,MMB
4,5,222,--,new,MMB
4,6,103,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,242,--,new,MMB
4,3,132,--,new,MMB
4,4,95,--,new,MMB
4,5,212,--,new,MMB
4,6,157,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,238,--,new,MMB
4,3,253,--,new,MMB
4,4,248,--,new,MMB
4,5,197,--,new,MMB
4,6,160,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,243,--,new,MMB
4,3,234,--,new,MMB
4,4,292,--,new,MMB
4,5,171,--,new,MMB
4,6,151,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,207,--,new,MMB
4,3,163,--,new,MMB
4,4,70,--,new,MMB
4,5,177,--,new,MMB
4,6,129,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,243,--,new,MMB
4,3,135,--,new,MMB
4,4,302,--,new,MMB
4,5,219,--,new,MMB
4,6,138,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,196,--,new,MMB
4,3,180,--,new,MMB
4,4,328,--,new,MMB
4,5,232,--,new,MMB
4,6,68,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,222,--,new,MMB
4,3,315,--,new,MMB
4,4,223,--,new,MMB
4,5,148,--,new,MMB
4,6,104,--,new,MMB
4,7,46,--,new,MMB
4,8,6,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,207,--,new,MMB
4,3,138,--,new,MMB
4,4,74,--,new,MMB
4,5,155,--,new,MMB
4,6,167,--,new,MMB
4,7,110,--,new,MMB
4,8,70,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,242,--,new,MMB
4,3,326,--,new,MMB
4,4,308,--,new,MMB
4,5,206,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,230,--,new,MMB
4,3,132,--,new,MMB
4,4,54,--,new,MMB
4,5,185,--,new,MMB
4,6,152,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,230,--,new,MMB
4,3,141,--,new,MMB
4,4,85,--,new,MMB
4,5,232,--,new,MMB
4,6,69,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,208,--,new,MMB
4,3,386,--,new,MMB
4,4,292,--,new,MMB
4,5,250,--,new,MMB
4,6,77,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,197,--,new,MMB
4,3,316,--,new,MMB
4,4,246,--,new,MMB
4,5,86,--,new,MMB
4,6,35,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,241,--,new,MMB
4,3,134,--,new,MMB
4,4,81,--,new,MMB
4,5,224,--,new,MMB
4,6,128,--,new,MMB
4,7,66,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,196,--,new,MMB
4,3,386,--,new,MMB
4,4,134,--,new,MMB
4,5,120,--,new,MMB
4,6,149,--,new,MMB
4,7,123,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,243,--,new,MMB
4,3,168,--,new,MMB
4,4,313,--,new,MMB
4,5,133,--,new,MMB
4,6,177,--,new,MMB
4,7,123,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,207,--,new,MMB
4,3,106,--,new,MMB
4,4,55,--,new,MMB
4,5,112,--,new,MMB
4,6,142,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,241,--,new,MMB
4,3,250,--,new,MMB
4,4,284,--,new,MMB
4,5,233,--,new,MMB
4,6,147,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,208,--,new,MMB
4,3,168,--,new,MMB
4,4,184,--,new,MMB
4,5,54,--,new,MMB
4,6,205,--,new,MMB
4,7,101,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,196,--,new,MMB
4,3,120,--,new,MMB
4,4,260,--,new,MMB
4,5,132,--,new,MMB
4,6,193,--,new,MMB
4,7,106,--,new,MMB
4,8,66,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,230,--,new,MMB
4,3,132,--,new,MMB
4,4,77,--,new,MMB
4,5,186,--,new,MMB
4,6,167,--,new,MMB
4,7,52,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,230,--,new,MMB
4,3,124,--,new,MMB
4,4,53,--,new,MMB
4,5,130,--,new,MMB
4,6,113,--,new,MMB
4,7,92,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,242,--,new,MMB
4,3,196,--,new,MMB
4,4,314,--,new,MMB
4,5,187,--,new,MMB
4,6,144,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,204,--,new,MMB
4,3,199,--,new,MMB
4,4,181,--,new,MMB
4,5,85,--,new,MMB
4,6,92,--,new,MMB
4,7,63,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,208,--,new,MMB
4,3,229,--,new,MMB
4,4,187,--,new,MMB
4,5,154,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,230,--,new,MMB
4,3,132,--,new,MMB
4,4,305,--,new,MMB
4,5,221,--,new,MMB
4,6,158,--,new,MMB
4,7,97,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,246,--,new,MMB
4,3,136,--,new,MMB
4,4,50,--,new,MMB
4,5,143,--,new,MMB
4,6,163,--,new,MMB
4,0,0,X,new,MMB
4,1,143,--,new,MMB
4,2,241,--,new,MMB
4,3,165,--,new,MMB
4,4,101,--,new,MMB
4,5,224,--,new,MMB
4,6,167,--,new,MMB
4,0,0,X,new,MMB
4,1,0,--,old,RB
4,2,106,--,old,RB
4,3,0,--,old,RB
4,4,62,--,old,RB
4,5,214,--,old,RB
4,6,159,--,old,RB
4,7,78,--,old,RB
4,8,51,--,old,RB
4,9,12,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,128,--,old,RB
4,3,370,--,old,RB
4,4,96,--,old,RB
4,5,208,--,old,RB
4,6,154,--,old,RB
4,7,109,--,old,RB
4,8,51,--,old,RB
4,9,37,--,old,RB
4,10,23,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,104,--,old,RB
4,3,0,--,old,RB
4,4,24,--,old,RB
4,5,95,--,old,RB
4,6,136,--,old,RB
4,7,98,--,old,RB
4,8,64,--,old,RB
4,9,35,--,old,RB
4,10,2,--,old,RB
4,11,0,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,139,--,old,RB
4,3,0,--,old,RB
4,4,114,--,old,RB
4,5,172,--,old,RB
4,6,70,--,old,RB
4,7,40,--,old,RB
4,8,55,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,127,--,old,RB
4,3,0,--,old,RB
4,4,78,--,old,RB
4,5,143,--,old,RB
4,6,89,--,old,RB
4,7,84,--,old,RB
4,8,18,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,110,--,old,RB
4,3,51,--,old,RB
4,4,49,--,old,RB
4,5,99,--,old,RB
4,6,180,--,old,RB
4,7,20,--,old,RB
4,8,42,--,old,RB
4,9,25,--,old,RB
4,10,10,--,old,RB
4,11,7,--,old,RB
4,12,0,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,91,--,old,RB
4,3,334,--,old,RB
4,4,61,--,old,RB
4,5,175,--,old,RB
4,6,126,--,old,RB
4,7,67,--,old,RB
4,8,31,--,old,RB
4,9,10,--,old,RB
4,10,0,--,old,RB
4,11,0,--,old,RB
4,12,0,--,old,RB
4,13,0,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,100,--,old,RB
4,3,125,--,old,RB
4,4,217,--,old,RB
4,5,100,--,old,RB
4,6,93,--,old,RB
4,7,26,--,old,RB
4,8,18,--,old,RB
4,9,14,--,old,RB
4,10,10,--,old,RB
4,11,3,--,old,RB
4,12,0,--,old,RB
4,13,0,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,96,--,old,RB
4,3,0,--,old,RB
4,4,93,--,old,RB
4,5,84,--,old,RB
4,6,23,--,old,RB
4,7,51,--,old,RB
4,8,18,--,old,RB
4,9,24,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,184,--,old,RB
4,3,162,--,old,RB
4,4,59,--,old,RB
4,5,99,--,old,RB
4,6,107,--,old,RB
4,7,72,--,old,RB
4,8,33,--,old,RB
4,9,22,--,old,RB
4,10,8,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,169,--,old,RB
4,3,68,--,old,RB
4,4,34,--,old,RB
4,5,54,--,old,RB
4,6,59,--,old,RB
4,7,30,--,old,RB
4,8,30,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,138,--,old,RB
4,3,0,--,old,RB
4,4,76,--,old,RB
4,5,154,--,old,RB
4,6,21,--,old,RB
4,7,7,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,135,--,old,RB
4,3,337,--,old,RB
4,4,113,--,old,RB
4,5,119,--,old,RB
4,6,40,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,126,--,old,RB
4,3,317,--,old,RB
4,4,73,--,old,RB
4,5,201,--,old,RB
4,6,13,--,old,RB
4,0,0,,old,RB
4,1,0,--,old,RB
4,2,130,--,old,RB
4,3,359,--,old,RB
4,4,18,--,old,RB
4,5,33,--,old,RB
4,6,52,--,old,RB
4,7,11,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,126,--,old,RB
4,3,0,--,old,RB
4,4,144,--,old,RB
4,5,148,--,old,RB
4,6,115,--,old,RB
4,7,97,--,old,RB
4,8,62,--,old,RB
4,9,0,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,101,--,old,RB
4,3,44,--,old,RB
4,4,74,--,old,RB
4,5,212,--,old,RB
4,6,150,--,old,RB
4,7,107,--,old,RB
4,8,79,--,old,RB
4,9,53,--,old,RB
4,10,14,--,old,RB
4,11,4,--,old,RB
4,12,1,--,old,RB
4,13,0,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,132,--,old,RB
4,3,300,--,old,RB
4,4,272,--,old,RB
4,5,164,--,old,RB
4,6,166,--,old,RB
4,7,108,--,old,RB
4,8,59,--,old,RB
4,9,56,--,old,RB
4,10,26,--,old,RB
4,11,4,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,96,--,old,RB
4,3,344,--,old,RB
4,4,137,--,old,RB
4,5,56,--,old,RB
4,6,45,--,old,RB
4,7,57,--,old,RB
4,8,14,--,old,RB
4,9,17,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,129,--,old,RB
4,3,0,--,old,RB
4,4,80,--,old,RB
4,5,15,--,old,RB
4,6,32,--,old,RB
4,7,16,--,old,RB
4,8,31,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,128,--,old,RB
4,3,344,--,old,RB
4,4,119,--,old,RB
4,5,205,--,old,RB
4,6,20,--,old,RB
4,7,88,--,old,RB
4,8,50,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,116,--,old,RB
4,3,337,--,old,RB
4,4,148,--,old,RB
4,5,182,--,old,RB
4,6,144,--,old,RB
4,7,106,--,old,RB
4,8,64,--,old,RB
4,9,48,--,old,RB
4,10,5,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,130,--,old,RB
4,3,0,--,old,RB
4,4,55,--,old,RB
4,5,14,--,old,RB
4,6,65,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,140,--,old,RB
4,3,342,--,old,RB
4,4,23,--,old,RB
4,5,37,--,old,RB
4,6,128,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,104,--,old,RB
4,3,340,--,old,RB
4,4,62,--,old,RB
4,5,174,--,old,RB
4,6,121,--,old,RB
4,7,80,--,old,RB
4,8,51,--,old,RB
4,9,40,--,old,RB
4,10,22,--,old,RB
4,11,2,--,old,RB
4,12,0,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,140,--,old,RB
4,3,0,--,old,RB
4,4,127,--,old,RB
4,5,208,--,old,RB
4,6,147,--,old,RB
4,7,38,--,old,RB
4,8,42,--,old,RB
4,9,32,--,old,RB
4,10,6,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,129,--,old,RB
4,3,0,--,old,RB
4,4,87,--,old,RB
4,5,170,--,old,RB
4,6,136,--,old,RB
4,7,26,--,old,RB
4,8,49,--,old,RB
4,9,27,--,old,RB
4,10,12,--,old,RB
4,11,3,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,126,--,old,RB
4,3,365,--,old,RB
4,4,203,--,old,RB
4,5,51,--,old,RB
4,6,11,--,old,RB
4,7,10,--,old,RB
4,8,9,--,old,RB
4,9,0,--,old,RB
4,10,0,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,146,--,old,RB
4,3,374,--,old,RB
4,4,114,--,old,RB
4,5,180,--,old,RB
4,6,52,--,old,RB
4,7,24,--,old,RB
4,8,7,--,old,RB
4,9,44,--,old,RB
4,0,0,O,old,RB
4,1,0,--,old,RB
4,2,131,--,old,RB
4,3,353,--,old,RB
4,4,140,--,old,RB
4,5,184,--,old,RB
4,6,119,--,old,RB
4,7,79,--,old,RB
4,8,40,--,old,RB
4,9,36,--,old,RB
4,10,0,--,old,RB
4,11,0,--,old,RB
4,12,0,--,old,RB
4,0,0,,old,RB
4,1,0,--,old,MMB
4,2,136,--,old,MMB
4,3,362,--,old,MMB
4,4,131,--,old,MMB
4,5,213,--,old,MMB
4,6,49,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,108,--,old,MMB
4,3,0,--,old,MMB
4,4,56,--,old,MMB
4,5,115,--,old,MMB
4,6,46,--,old,MMB
4,7,116,--,old,MMB
4,8,65,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,108,--,old,MMB
4,3,393,--,old,MMB
4,4,59,--,old,MMB
4,5,18,--,old,MMB
4,6,0,--,old,MMB
4,7,45,--,old,MMB
4,8,31,--,old,MMB
4,9,26,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,105,--,old,MMB
4,3,85,--,old,MMB
4,4,104,--,old,MMB
4,5,239,--,old,MMB
4,6,139,--,old,MMB
4,7,112,--,old,MMB
4,8,96,--,old,MMB
4,9,58,--,old,MMB
4,10,21,--,old,MMB
4,11,10,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,132,--,old,MMB
4,3,230,--,old,MMB
4,4,20,--,old,MMB
4,5,60,--,old,MMB
4,6,9,--,old,MMB
4,7,122,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,108,--,old,MMB
4,3,399,--,old,MMB
4,4,98,--,old,MMB
4,5,29,--,old,MMB
4,6,23,--,old,MMB
4,7,22,--,old,MMB
4,8,49,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,110,--,old,MMB
4,3,0,--,old,MMB
4,4,24,--,old,MMB
4,5,30,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,145,--,old,MMB
4,3,0,--,old,MMB
4,4,71,--,old,MMB
4,5,28,--,old,MMB
4,6,101,--,old,MMB
4,7,10,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,105,--,old,MMB
4,3,46,--,old,MMB
4,4,89,--,old,MMB
4,5,18,--,old,MMB
4,6,67,--,old,MMB
4,7,65,--,old,MMB
4,8,80,--,old,MMB
4,9,44,--,old,MMB
4,10,13,--,old,MMB
4,11,0,--,old,MMB
4,0,0,,old,MMB
4,1,0,--,old,MMB
4,2,132,--,old,MMB
4,3,0,--,old,MMB
4,4,26,--,old,MMB
4,5,16,--,old,MMB
4,6,50,--,old,MMB
4,7,94,--,old,MMB
4,8,76,--,old,MMB
4,9,32,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,108,--,old,MMB
4,3,0,--,old,MMB
4,4,57,--,old,MMB
4,5,30,--,old,MMB
4,6,26,--,old,MMB
4,7,0,--,old,MMB
4,8,25,--,old,MMB
4,9,54,--,old,MMB
4,10,29,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,105,--,old,MMB
4,3,79,--,old,MMB
4,4,72,--,old,MMB
4,5,34,--,old,MMB
4,6,161,--,old,MMB
4,7,12,--,old,MMB
4,8,38,--,old,MMB
4,9,5,--,old,MMB
4,10,0,--,old,MMB
4,11,0,--,old,MMB
4,12,0,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,109,--,old,MMB
4,3,365,--,old,MMB
4,4,196,--,old,MMB
4,5,179,--,old,MMB
4,6,58,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,136,--,old,MMB
4,3,367,--,old,MMB
4,4,132,--,old,MMB
4,5,88,--,old,MMB
4,6,131,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,144,--,old,MMB
4,3,362,--,old,MMB
4,4,83,--,old,MMB
4,5,138,--,old,MMB
4,6,110,--,old,MMB
4,7,32,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,108,--,old,MMB
4,3,399,--,old,MMB
4,4,19,--,old,MMB
4,5,57,--,old,MMB
4,6,68,--,old,MMB
4,7,19,--,old,MMB
4,8,49,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,105,--,old,MMB
4,3,89,--,old,MMB
4,4,230,--,old,MMB
4,5,69,--,old,MMB
4,6,120,--,old,MMB
4,7,77,--,old,MMB
4,8,21,--,old,MMB
4,9,0,--,old,MMB
4,10,34,--,old,MMB
4,11,14,--,old,MMB
4,0,0,,old,MMB
4,1,0,--,old,MMB
4,2,144,--,old,MMB
4,3,0,--,old,MMB
4,4,134,--,old,MMB
4,5,47,--,old,MMB
4,6,14,--,old,MMB
4,7,33,--,old,MMB
4,8,63,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,142,--,old,MMB
4,3,105,--,old,MMB
4,4,269,--,old,MMB
4,5,52,--,old,MMB
4,6,92,--,old,MMB
4,7,47,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,147,--,old,MMB
4,3,0,--,old,MMB
4,4,63,--,old,MMB
4,5,0,--,old,MMB
4,6,51,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,111,--,old,MMB
4,3,0,--,old,MMB
4,4,154,--,old,MMB
4,5,46,--,old,MMB
4,6,64,--,old,MMB
4,7,16,--,old,MMB
4,8,35,--,old,MMB
4,9,12,--,old,MMB
4,10,14,--,old,MMB
4,11,0,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,144,--,old,MMB
4,3,0,--,old,MMB
4,4,50,--,old,MMB
4,5,18,--,old,MMB
4,6,80,--,old,MMB
4,7,22,--,old,MMB
4,8,74,--,old,MMB
4,9,59,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,108,--,old,MMB
4,3,411,--,old,MMB
4,4,176,--,old,MMB
4,5,38,--,old,MMB
4,6,22,--,old,MMB
4,7,46,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,144,--,old,MMB
4,3,353,--,old,MMB
4,4,91,--,old,MMB
4,5,161,--,old,MMB
4,6,114,--,old,MMB
4,7,21,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,136,--,old,MMB
4,3,0,--,old,MMB
4,4,81,--,old,MMB
4,5,185,--,old,MMB
4,6,167,--,old,MMB
4,7,121,--,old,MMB
4,8,67,--,old,MMB
4,9,25,--,old,MMB
4,10,14,--,old,MMB
4,0,0,X,old,MMB
